# Shadow tomography log started 2020-01-30 02:46:15
# Dimension = 32
# True state = ( 0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  6998429  1001   -0.22110772 -0.02278478  0.11576407  0.17219470 -0.12151567 -0.05136135 -0.24965225 -0.19145932 -0.07004171 -0.12663230  0.11709493  0.05490548 -0.05717577 -0.19572735 -0.10793644  0.13760053 -0.02957926  0.00162250 -0.13892440  0.06303998  0.04801148  0.28074558  0.13679189 -0.16952868  0.07290493 -0.08209729  0.06050878  0.01221256 -0.06416444 -0.18010252  0.15063735 -0.05491742  0.00652317  0.04661895  0.13027533 -0.04920826 -0.00318444  0.04841259 -0.05253727 -0.03010184  0.00625299  0.07707961  0.19875863 -0.00736336 -0.10046344 -0.09799309 -0.11543687 -0.09840282 -0.04524575 -0.20789670 -0.10679376  0.00320436  0.25331976  0.24467752  0.04065121 -0.09267793 -0.05052275  0.09685690 -0.03808615 -0.07819106 -0.04455932  0.04643989  0.17464009  0.29915456
  7001407  2978   -0.04876285 -0.24757434 -0.14260777 -0.07612758 -0.16582294 -0.27333403  0.02342341  0.04041444 -0.22151071  0.00091539  0.15461077  0.19155084 -0.10626342  0.24320356  0.03705000 -0.09884197 -0.15860402 -0.05560319  0.15013486 -0.15528871 -0.03702516  0.17910057  0.14311188 -0.09031479 -0.01899390  0.11776587  0.06125910 -0.15029675  0.04644977  0.09059570  0.11032939 -0.16020430  0.08313999  0.04658416  0.16109811  0.01080376 -0.06603952  0.10189537 -0.03228503  0.13979455  0.10159493 -0.19243776 -0.01369864  0.05502649  0.08212484 -0.16741603 -0.01182678  0.04481738 -0.20460948  0.13666572 -0.15052725  0.12992553 -0.09610247  0.06145250 -0.02658634 -0.00732474  0.03973845 -0.01116488 -0.25776741 -0.00629952  0.06958700 -0.09329541  0.04122038 -0.18313757
  7002382  975    -0.06308861 -0.27366226  0.04155230 -0.20379419 -0.03411166  0.27545593 -0.17726096  0.06516870 -0.06754204 -0.03878466 -0.01443185 -0.09181978 -0.03902549 -0.00627081 -0.16983617  0.01387500  0.13723869 -0.11493304  0.11330589  0.01721513  0.01019916  0.13552893  0.04076180  0.00501149 -0.06292000  0.33527236 -0.17999456  0.10843826  0.08333634  0.04927326  0.17718781 -0.10395848 -0.06605770  0.21972536 -0.19712514  0.00451959  0.27874442  0.00917362  0.02057342  0.14515390 -0.03654297  0.02271350 -0.07495722  0.11280852 -0.09212092 -0.02392295 -0.12692879  0.12618361  0.00590091 -0.02568984  0.04361868 -0.16558938  0.12231308 -0.09956053 -0.03555370 -0.15459092 -0.05531175 -0.14243663  0.04216359 -0.14979947  0.02049253 -0.10232069 -0.22532753  0.03251203
  7003405  1023   -0.12294436  0.06294861  0.00029583 -0.38512515  0.05735652  0.17685674  0.06738475  0.00588848 -0.12837162  0.02962175  0.12338465 -0.09970775 -0.16731013 -0.08502607 -0.02935689  0.20061226  0.06995965  0.00712488 -0.01529791 -0.16597333 -0.03064687  0.01633689  0.05926928 -0.02268749 -0.09427127 -0.24125313  0.08530294 -0.08731651  0.19904799  0.10539375 -0.06643753  0.04605240  0.02353007 -0.28889945  0.17993721 -0.30086589  0.03850891 -0.03348582  0.03276811 -0.04077067 -0.03522288  0.03515718  0.01710740 -0.05180948  0.19679751  0.03832920 -0.11760489 -0.06664700 -0.06134259 -0.02236589  0.04049362 -0.15641751 -0.10241556  0.10480526  0.03369042  0.09737700 -0.00872082 -0.11008142 -0.14829629 -0.11364329  0.21561828  0.04092469 -0.20315558  0.14904555
  7003978  573    -0.24223184 -0.16087295  0.18340625  0.22986939 -0.04203666  0.17958387 -0.01151869  0.22974408  0.00108413  0.01676353 -0.07402440 -0.06256446 -0.12957120 -0.12105785  0.21350375 -0.10439469 -0.01530983  0.02326273 -0.22648907  0.07194634 -0.12833575  0.00192928 -0.13244180  0.19712419  0.06963982 -0.09713863 -0.07497125 -0.08778898  0.04666365 -0.19188579  0.09160043 -0.12100182 -0.03412684  0.03811083  0.06985215 -0.12473497  0.05131035 -0.06177575 -0.16187006 -0.11760717  0.10173367  0.02642108  0.06807369 -0.03437163  0.20348318 -0.23201785  0.09338026  0.14609661 -0.03109254  0.03406343 -0.14702458 -0.19738584 -0.17211334 -0.04883386  0.09483304 -0.02940377  0.07402242  0.15319822 -0.04625395 -0.02750659 -0.09812915 -0.01737098 -0.14227252 -0.21535208
  7004397  419     0.08690313 -0.02672597 -0.14280910 -0.01985763 -0.03429100 -0.01252016 -0.10782156 -0.22323077 -0.22369133  0.01426512 -0.06892981 -0.00807811 -0.05236667 -0.03735942 -0.04818655 -0.08476109  0.01122244  0.00688205  0.14267939  0.09489546  0.14356374  0.11847989 -0.25844155  0.12442797  0.10951614 -0.08250696  0.05075158  0.08634030  0.14585583  0.06723203  0.06122013 -0.00119533 -0.05987196 -0.14630206 -0.19896895  0.03623331  0.12344947  0.03171765  0.01134830 -0.01143008 -0.19708217 -0.00731065 -0.06647412 -0.18347638  0.05857332 -0.17697800  0.01087840 -0.02797465  0.01910332 -0.13897925 -0.24740135  0.19479362  0.02262798 -0.02118604 -0.16887647  0.26398039 -0.13941658  0.31636515  0.03099385 -0.08072954 -0.00219299  0.21805585 -0.19135710 -0.10209312
  7008448  4051   -0.23049588 -0.07131536  0.03640969  0.18611200 -0.05612295 -0.03757608  0.04085337 -0.01937805  0.00572064  0.02521955 -0.18315891  0.06152209 -0.05730249 -0.07618291  0.15800950 -0.05980110  0.06832223  0.10796900  0.12362959  0.00833177  0.17826888  0.05164035  0.10037879 -0.26991804 -0.00030891 -0.07724615 -0.14381218 -0.21901381 -0.07015525 -0.02906426 -0.10692267  0.09728021  0.12696967  0.04077165 -0.24166726  0.01556652  0.04547778  0.09428674 -0.05418570  0.28620021 -0.12356009 -0.06929277 -0.15334258  0.08715446  0.36824750  0.16048013 -0.01732330 -0.14653137 -0.10281529 -0.05887975 -0.03077641  0.01394470 -0.11971115 -0.19962764  0.13966357  0.08228603 -0.02845326 -0.03236509  0.12529451 -0.01464442  0.02014987  0.00932360 -0.03668541  0.22684328
  7009502  1054   -0.02003583  0.09174276 -0.07446545  0.03319355  0.03415651  0.06245941 -0.00272413  0.13562373 -0.28898368 -0.06575269  0.19646538  0.22530167  0.14091619 -0.10447887  0.02440185  0.02755710  0.03730376 -0.26504421 -0.08553536  0.01370262  0.04576431  0.05016798 -0.03064901  0.01340157  0.09977088 -0.01665112  0.28968037 -0.12824407 -0.08355213  0.07924870 -0.00399098  0.01673824 -0.25113897 -0.01569057 -0.22944053 -0.07609900  0.10019424  0.12447618  0.02586719 -0.09684147  0.17350000 -0.05526793  0.07594681  0.17970578  0.01914529 -0.10145381 -0.09379486 -0.10042730  0.07948636  0.16395830 -0.01388124 -0.00449009 -0.12302001 -0.10598701 -0.09774267  0.08198631  0.27659527 -0.15007148  0.26084942  0.02021901 -0.14990953  0.06257020  0.00911434  0.12091961
  7010084  582    -0.06583272  0.13233848 -0.09668738  0.04525290 -0.08012452  0.04914142  0.20957263 -0.00058853  0.13377279 -0.10898107 -0.19229809 -0.16232576 -0.01920764  0.05175862 -0.10066718 -0.23174702  0.04326957  0.10913023 -0.23116152 -0.04556824 -0.04618347  0.09588061 -0.01086265  0.14236849  0.08007469  0.00471896  0.25935536 -0.08316972 -0.08633085  0.18183735  0.08804697 -0.25200838 -0.16456954  0.00151466  0.06205686 -0.00569562 -0.00312726  0.08525227 -0.06413169  0.16709640 -0.25681741  0.15208510  0.09646665  0.20100285 -0.04223984 -0.12049432 -0.04866625 -0.02866115 -0.10240434 -0.17508091  0.06853493 -0.00949138  0.01758763 -0.22345111 -0.09890375  0.13603918 -0.05602611 -0.16847088 -0.08659869 -0.07649904  0.17282056 -0.02627904  0.17931837 -0.00164310
  7011395  1311   -0.10623987 -0.01265268  0.05837386 -0.06969308 -0.10987998 -0.13422458 -0.19901179 -0.00964457 -0.12498606  0.23447859 -0.18868084 -0.14310911 -0.01390790 -0.14343743 -0.27146888  0.01784263  0.00433756  0.02819002  0.09774970  0.13880423 -0.04132831 -0.14655770  0.03483556 -0.04576456  0.01695399  0.14410854  0.09064005  0.11366335 -0.12075393  0.21658067 -0.01886996 -0.19020075  0.01791636 -0.12450713 -0.06332853  0.03917112 -0.09847662  0.08663447 -0.12251739 -0.06306534  0.05202818 -0.03887592 -0.14623828  0.04529880  0.04189411 -0.10342785  0.07990851  0.07830165  0.09078279  0.12059092 -0.02347719 -0.32783606 -0.09960566  0.14537845  0.21664322  0.23827523 -0.05512125 -0.03970881 -0.03685698  0.24649200 -0.04607467  0.09977562  0.18374672  0.06604254
  7017200  5805    0.05347527 -0.10151067  0.06175081  0.00263338  0.01452084 -0.15996921  0.03019028 -0.01155387  0.01981838  0.24444507 -0.13181025  0.07866202 -0.01936378 -0.05111814 -0.00005448  0.19388033  0.09571260 -0.11338470 -0.04124642  0.09965606  0.00335690 -0.11406190  0.12741624  0.25600471  0.01423735 -0.14969422 -0.05816978 -0.08251984 -0.17448405 -0.04579155 -0.11380674 -0.05740435  0.25417540 -0.00373473 -0.05344143 -0.12072055  0.13440509  0.24912289  0.23845294 -0.27738565 -0.17667775 -0.20706436 -0.10199016  0.17770418 -0.00051763 -0.19426875 -0.08611624 -0.06141715  0.01671847 -0.13350607 -0.00096441 -0.01184302  0.10169965 -0.05267976 -0.20275476 -0.08170299 -0.02847219  0.00726814 -0.07051511 -0.07433142  0.03197370 -0.25903898  0.04117469 -0.02327283
  7017288  88      0.12593823 -0.02021055  0.05010535 -0.09225879  0.07739652  0.01219082  0.10965140 -0.08803703 -0.22711488  0.01181020 -0.03575410 -0.13728629  0.00682186  0.06835902 -0.07179860  0.08296564 -0.08059604  0.02432615  0.04565041 -0.19662012 -0.04647708 -0.28443638  0.18008457 -0.17866245  0.18713377 -0.07651061  0.10346827 -0.10062265 -0.27744608 -0.06533647  0.01457198  0.06210991 -0.07675466  0.04491386 -0.08954991 -0.08448316  0.05014086  0.11011619 -0.17001424  0.17820791 -0.07223478  0.17865248  0.09820881  0.08634437  0.03243641 -0.08223815 -0.10397316  0.26043282  0.20090060 -0.12913646  0.08183109  0.06003673 -0.08914654 -0.00372716  0.03657228 -0.25836502  0.01083333  0.31505771 -0.09208505  0.03445176 -0.09233816  0.05653537 -0.09500782 -0.06074803
  7018204  916    -0.06287726  0.14960653 -0.00576777 -0.12322558 -0.10652278 -0.20754197  0.03727902 -0.02224416  0.01340946 -0.18779967  0.05615020 -0.08070901 -0.12972196 -0.12896988 -0.04894223 -0.06941697 -0.12235280 -0.00816705 -0.20660310 -0.10571369 -0.02257759 -0.21483952  0.30349025  0.04709137  0.16342894 -0.11491514 -0.07767917 -0.04246171  0.20869827 -0.02021494 -0.02281843  0.00320612 -0.08312081 -0.04613308 -0.16289161  0.15205677  0.09912881 -0.11215393  0.10061257  0.15226081  0.15969725 -0.16793613 -0.15776706 -0.05030915 -0.02432416 -0.16378734  0.06838517 -0.11133115 -0.16330040  0.13098392  0.16486306 -0.19750218  0.30925235 -0.10845173 -0.02973258  0.00222190 -0.06140015  0.15735507  0.09005320 -0.04603050 -0.08466975  0.04945868 -0.02991283 -0.08142864
  7018310  106     0.16155014 -0.15144421  0.01454772 -0.10271302 -0.22688548  0.05630449  0.10769286 -0.02240999  0.03923761 -0.14470274  0.07934027  0.12379703  0.09623448 -0.22609872  0.08650268  0.03350515 -0.12855965  0.31675325  0.13358609  0.09831369  0.00899310 -0.11738903  0.02938510  0.17224610  0.02509603  0.01787098  0.02716684 -0.09033369  0.15731031 -0.00313682 -0.04660326 -0.21505547  0.04027558 -0.12313102 -0.15775645  0.00341030 -0.14254780 -0.12839172  0.19613807  0.07463123 -0.06934947  0.15710365 -0.02862554 -0.11453170  0.10030446 -0.06997615 -0.08230966  0.18669005  0.14450829 -0.01654005 -0.20041131  0.03755418  0.07710412 -0.06350134  0.01794666 -0.14384842  0.21228308 -0.16878139 -0.12054867  0.03784734 -0.14991603 -0.03869162  0.11266189  0.21480057
  7020503  2193    0.00132875  0.00931117  0.12239563 -0.00434202 -0.06942573  0.13223979 -0.00979316  0.06342484  0.03052965 -0.05020655 -0.09345206 -0.19019238  0.12562278  0.00330097 -0.07027531 -0.01442361  0.05429454 -0.09519924  0.25546309 -0.14614513 -0.19371791 -0.06807881 -0.02775590  0.03385246 -0.16227013  0.04926340 -0.00038849 -0.19787726  0.20438356  0.00790601 -0.03841357 -0.02181455  0.13370957  0.15865778 -0.13666804 -0.11988282 -0.39492394 -0.04369932 -0.02261309 -0.07191023 -0.06924838 -0.18165462  0.28680083  0.11254775 -0.02884707 -0.10627688 -0.04243149  0.03140026 -0.21429163  0.06719611  0.05499187  0.03703734  0.02305604  0.02273516 -0.17861968  0.08239021 -0.01468251  0.27500999  0.17914620 -0.02100961 -0.02971586  0.07274701  0.07626085  0.18040932
  7024473  3970    0.00286112 -0.13494238  0.08547625 -0.10955823 -0.03760919 -0.04864533 -0.05636311 -0.07116121 -0.03137730  0.17725199  0.06105508  0.03651652  0.08860084 -0.13828835  0.03463735 -0.14104764  0.16688999 -0.09306299 -0.06022592 -0.15425292 -0.10060705 -0.15073621 -0.21657960  0.05893317 -0.07086318 -0.00040547  0.19519659 -0.01959994 -0.00689523 -0.21349024 -0.14809843  0.25048241  0.12289864  0.12801424 -0.00649267 -0.14405523  0.02052271 -0.10725220 -0.05242930  0.34556158  0.00767711  0.07998176 -0.03243249  0.06851787 -0.23263660  0.00990581 -0.03237772 -0.22757460  0.00098102  0.02310034 -0.19860898 -0.08554303  0.08085990 -0.06457856  0.02496457  0.15484223 -0.07715675 -0.10113185 -0.26643899 -0.05383211 -0.22777783  0.01777848  0.08877211 -0.07463606
  7025155  682     0.12200251 -0.37563410  0.08558016 -0.15610515  0.14290650 -0.09198220  0.09837801  0.06026605  0.06091634  0.04149242 -0.07101540  0.03258919 -0.08805088 -0.07164930 -0.32224948 -0.06692350  0.07091760 -0.06771795 -0.27618219  0.07182193  0.04459767  0.07621803 -0.14907958 -0.12098792  0.04146939 -0.03509103 -0.07179474 -0.00582843  0.09439125 -0.00391662 -0.17698764 -0.00435088 -0.04715019 -0.20386257  0.15082250  0.02840550  0.04412214 -0.20203984 -0.22604005  0.04412872  0.04800648 -0.21492579  0.05075616 -0.01430119  0.04233920 -0.05869051 -0.14817218  0.09120684  0.02961383 -0.00070336  0.04937068  0.26555078  0.00154141 -0.17396814  0.02275832 -0.02371329  0.02790804  0.07373946  0.15612301  0.12360176 -0.03367462 -0.11003072  0.13213252  0.14689789
  7027649  2494    0.06707763 -0.03549055  0.18212867 -0.10993836 -0.07007055 -0.06178602 -0.06036668 -0.17286213  0.03116026 -0.11354640  0.12551528 -0.27559467  0.00763189  0.05777544  0.36220510  0.14805414  0.29695835  0.11367603 -0.21335196  0.01643221  0.18088755  0.07849106  0.11827887  0.12035520  0.11680608  0.27675795  0.10554027 -0.01707533 -0.01594031  0.14247200 -0.04714207  0.10704195  0.05062220 -0.03881602 -0.01495645  0.06571944  0.05486880 -0.06445615  0.07212593  0.05675295  0.01391695 -0.19726744  0.04211952  0.09048127 -0.15446436 -0.01077288  0.10127774  0.07306228  0.03424005  0.00753406 -0.11203189  0.02387648 -0.25885461  0.03612260  0.12027026  0.06070145  0.11130441  0.19094510  0.03407554 -0.05541887  0.12297573 -0.05162414  0.07050083  0.07076869
  7027787  138    -0.06781240  0.13831387 -0.12632775 -0.00391362  0.00126258 -0.16363835 -0.07947267  0.11941970 -0.07743858 -0.00738154 -0.21892268 -0.00355179  0.24436933 -0.03555935  0.04792246 -0.09347239 -0.08403724  0.16007250  0.06675588  0.08114626 -0.08391460 -0.11854694  0.13653994 -0.03962595  0.05652357  0.24634791 -0.09757722  0.07975801  0.06140572 -0.07755966 -0.05849724  0.20178302  0.10292751 -0.01654133  0.24023386 -0.30116046  0.19396709 -0.00793906  0.08689296 -0.02431215  0.18951224 -0.01911888  0.07793252 -0.04939639 -0.06687565 -0.22981008 -0.16265338  0.15897774 -0.06112824 -0.18185346 -0.03524735  0.13574403 -0.01138620 -0.15343311  0.09892080  0.09754061  0.02825011 -0.14140494  0.14288061 -0.11469658  0.09896642  0.21195259 -0.01404559  0.02388428
  7028764  977    -0.12549893 -0.15033845  0.01934475  0.09025508  0.17778884 -0.07401254 -0.06279198 -0.01940977 -0.21313632  0.08964454  0.04621723  0.00715399  0.24147134 -0.06945402  0.09459531 -0.02558228 -0.05812988  0.01069646 -0.09083234  0.13987263 -0.05240735 -0.03221742  0.07731256 -0.02050803 -0.19901177  0.04133889  0.01550283 -0.07378346 -0.05200718  0.01334366 -0.08134282 -0.15325873  0.05625056 -0.37153070 -0.08082092  0.02595094 -0.12576215 -0.17369933 -0.01350779  0.08944516 -0.05571934  0.22242129  0.01360367  0.20130965 -0.08601826  0.04449739  0.07675095 -0.03963871  0.02330060  0.20713455 -0.05630822  0.02391882  0.11554248  0.00341799 -0.03668588 -0.20000348 -0.17603658  0.04685471  0.18885887 -0.23701396  0.30073595  0.05802299 -0.01368278 -0.16802834
  7031892  3128   -0.04489923  0.08069412  0.17206619  0.06341632  0.13275954  0.04774047 -0.18766350  0.13924447 -0.34368484 -0.12879854  0.03315814  0.14557729 -0.06979606  0.04419550 -0.00951544  0.03609913 -0.22405329  0.13433505 -0.18575016 -0.05605674 -0.22095053 -0.02191784 -0.04420032  0.02683294  0.00676721  0.25002143  0.01545590 -0.00827377 -0.01487961  0.11399438 -0.21413099  0.14326168 -0.06846108  0.04476270 -0.13164146  0.05333974 -0.11982632 -0.18601026  0.05111268 -0.03776650 -0.30881372 -0.12665245 -0.04237672 -0.06389151  0.04530466  0.00352158 -0.03038158 -0.10230163 -0.07199337 -0.31852664  0.06364876  0.02052786  0.01686098  0.07174201  0.05571642  0.04000554 -0.00757684 -0.06606313 -0.05599139  0.16639430  0.01857046 -0.20209700 -0.05346626 -0.08156024
  7032882  990     0.01942759 -0.13427278  0.15568764 -0.09854909 -0.01390015 -0.08300368  0.09298110  0.19404859  0.08290728 -0.04015875 -0.01598131  0.12265216  0.01802373  0.14135330  0.00996246  0.01890165  0.03284533 -0.04383592 -0.22247317 -0.11187031  0.01712228 -0.03576116  0.03281399 -0.18834856  0.01569378  0.03419722 -0.19603984 -0.05502132 -0.05347668  0.18142721 -0.00099723 -0.17136334 -0.20021261  0.16801601 -0.03541974 -0.26049832 -0.13402948 -0.01984417  0.20351180 -0.18028232 -0.02938221  0.15212524 -0.25340020  0.03059189 -0.02572815  0.07734363  0.08356346 -0.00906252  0.12466533 -0.03460523 -0.08432872  0.13636536  0.05027014  0.09076386  0.09640876  0.23342770 -0.11006646  0.11186066 -0.02315059 -0.29267264 -0.16295340  0.21837583  0.05090208  0.03670889
  7033590  708     0.03338567 -0.03114842  0.07835554 -0.33635447 -0.07740874  0.00031141  0.11886770  0.10684727  0.00692189  0.02545422 -0.16664843  0.02998077  0.08123278 -0.08895907 -0.19500655 -0.09012009  0.08867874 -0.01308586  0.12898204 -0.13219224  0.22606868 -0.16339069 -0.03104434 -0.18329131  0.20299565  0.14236398  0.01419463  0.04174778 -0.01411411 -0.23183427  0.01177870  0.04324301 -0.07248596  0.09430674 -0.09681726 -0.13251385 -0.17953749 -0.10176973 -0.15856705 -0.08796083 -0.07829990 -0.09319626 -0.00671341 -0.10030585 -0.02611499  0.08068447 -0.00516060  0.07427177 -0.21557335 -0.20054579 -0.04574473 -0.04815085 -0.16876473  0.09826457 -0.24950084  0.03284924  0.20299245 -0.02374710 -0.16527714 -0.07865881 -0.16029161 -0.01328582 -0.16222383  0.09461646
  7034298  708     0.04570695  0.10613754 -0.03515709 -0.03509987 -0.03525607  0.11296019  0.04917881  0.03194199  0.07945494  0.00212273  0.14414514  0.07056352 -0.07271453 -0.12572757 -0.09852028 -0.10693630 -0.33108566 -0.32043336  0.02596575 -0.11442372 -0.01588566  0.11399628 -0.16532922 -0.18514459 -0.03586890  0.06838864  0.01310692  0.15338557 -0.09199753 -0.24620625  0.32604258 -0.01268854 -0.09010758 -0.18219120  0.10899586 -0.09966991  0.04063702  0.05489992 -0.15922690  0.01599405  0.09919124 -0.21037678 -0.17217033  0.10582865  0.08419373 -0.17918533 -0.04787647  0.05405337  0.13129724 -0.02064019  0.11455464 -0.11477777  0.13139413 -0.14438037  0.13362501 -0.05871315 -0.01427505  0.16543806 -0.06889010 -0.00005984  0.05454155  0.01797684  0.08625663  0.08432736
  7039311  5013    0.06717950  0.01667723 -0.11562149  0.01985402 -0.06792371 -0.16691552 -0.00636304 -0.03464985 -0.12417752  0.05046534 -0.17364262 -0.12272011 -0.07939532 -0.03214479  0.00016844 -0.12292320 -0.07345108 -0.16779965  0.28656040 -0.14448822 -0.20465086  0.13580964 -0.00996921 -0.05148892  0.05018506 -0.05258479 -0.07670244 -0.05139268  0.01935513  0.01591134 -0.19193285  0.05197694 -0.06678097  0.05339614 -0.05197032  0.05678711 -0.01626040  0.00861361 -0.08441441  0.13815121  0.09118055 -0.12496827 -0.19495709 -0.14067836 -0.24180582 -0.12134067  0.14330983 -0.15472224  0.03212931 -0.03263292 -0.04714578 -0.00650521 -0.20772802  0.19507583  0.03647893 -0.05866665 -0.00984554 -0.09036817 -0.07504497  0.03934725 -0.07966955 -0.08000529  0.36828527 -0.33934444
  7043985  4674    0.06044983 -0.14924727 -0.06787136  0.14437510  0.08258835 -0.14572013 -0.06776280  0.00399374  0.12999179 -0.07682025  0.15203957 -0.03617821  0.24263269  0.07352515 -0.06944343 -0.04413841  0.18746523 -0.01259873  0.14901635 -0.38311644  0.00766381 -0.10871426 -0.02973721  0.00797280  0.02151681  0.17965273  0.11273829  0.18713157 -0.04045035 -0.01804618  0.04269984 -0.35055913 -0.09379646 -0.35179368  0.07932391  0.18761902  0.02036729 -0.05779509 -0.03171984 -0.06936534 -0.00350669 -0.00607201  0.14047853 -0.06067432 -0.02437524  0.04631208 -0.06098578  0.02510755 -0.03241697  0.11251017  0.16942411  0.06348965 -0.06007284  0.05825415  0.01730612  0.13385721 -0.00669997 -0.07138010  0.13708203 -0.02583201 -0.04554222  0.15630880  0.00242345 -0.19099777
  7044438  453     0.02756919  0.00460278  0.06734041  0.18241216 -0.14488781 -0.31790875  0.19329427  0.06071696 -0.00982687 -0.00528393 -0.12630276  0.17789790 -0.05682860  0.06928291 -0.03071343  0.20910772 -0.03169551 -0.04904500  0.21686640  0.17219286 -0.19632522  0.11531999  0.10185226 -0.06062322  0.17687029  0.01604617 -0.01755723  0.23065987 -0.04237825  0.07377648  0.11234275 -0.09754673 -0.13084616  0.09394021 -0.06657287  0.08725842 -0.10835733  0.00390119 -0.04838189 -0.10883670 -0.25833346  0.14030731  0.05286180  0.09403214  0.18304552  0.03234714  0.00702955 -0.00905379  0.03155094  0.11453676  0.10110542 -0.27292841  0.00816984  0.07577724 -0.13777684 -0.24547135 -0.10914890  0.11365068  0.08059928  0.08615367 -0.11086755 -0.00012485 -0.00652726  0.07638551
