# Shadow tomography log started 2020-01-30 02:46:15
# Dimension = 32
# True state = ( 0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  5372242  3447    0.20921749 -0.23992373 -0.16850757 -0.06127007  0.04112467 -0.13759422 -0.10545946  0.15387503  0.16854633  0.01584087  0.04035507  0.22687222  0.00219057 -0.22757337  0.13585204 -0.00047789  0.06567073  0.06944372  0.13657729  0.04016128  0.03939919 -0.00192696 -0.17648816  0.22093892 -0.25701390  0.18508026  0.23702401 -0.02738777  0.04369409 -0.09176654  0.03540042 -0.15807342  0.10282730  0.01313613  0.06793554 -0.01482686  0.11671153 -0.12920062 -0.04616993  0.09731378 -0.15532120  0.02342382  0.16720187  0.01864386 -0.11743477 -0.14295739  0.11684997  0.15791695  0.05481465 -0.08214270  0.07339467  0.05679232 -0.10294061  0.02975018  0.10439239 -0.16395460  0.06029759 -0.02355900 -0.03761633 -0.04465406  0.09083589 -0.03814448  0.27577820 -0.10037202
  5374854  2612   -0.02528027  0.02769990 -0.03830881 -0.10619370 -0.01322403 -0.14165596 -0.08124235 -0.02712752 -0.00808024 -0.16595906  0.05335609 -0.07193885 -0.23264888  0.09233613  0.12476345  0.10958250 -0.00019189 -0.20635766 -0.01102641 -0.01587363  0.01749171 -0.23650926 -0.12170841  0.16229860  0.16020860 -0.11168913  0.00603574 -0.13139931  0.03382781  0.20742330  0.28626136  0.08861618  0.11574955  0.02854144 -0.08769276 -0.10185867  0.14654639  0.16610845 -0.01951266  0.07578377 -0.13155195  0.21623898 -0.11174820 -0.13893146  0.23788161 -0.00154284  0.06842577  0.22826232 -0.20997310  0.06285994 -0.09541300  0.03596349  0.02691235 -0.01954201 -0.01855574  0.02420337  0.00124004 -0.07368633 -0.11340242  0.10597822  0.04354463 -0.24379122  0.13667435  0.18959294
  5377056  2202    0.17869887 -0.01146795  0.10040914 -0.07490436 -0.11758408  0.00429189  0.34573040 -0.26521098  0.35703562 -0.02637027  0.01411399  0.13770596 -0.00032448  0.08479646 -0.18969751 -0.02736725  0.03727777 -0.10435742 -0.04411295 -0.27377588  0.00238735 -0.04831027 -0.01532060  0.22286730 -0.07634434 -0.02969562  0.02310784  0.11731255 -0.14716391  0.00466407 -0.02109729  0.01119213  0.00863744  0.08122612 -0.12299235  0.00302817  0.15976360  0.08430104 -0.17643184 -0.03036609  0.19618406 -0.12353365 -0.13135675 -0.03078219 -0.07882959 -0.08758333  0.00585463  0.10187834  0.23586968  0.04468553  0.00943271 -0.00642084 -0.03541233  0.01699516 -0.07428485  0.24409020  0.02623184 -0.11381526 -0.05366419  0.03536297  0.01365618 -0.15347017 -0.03945180 -0.14961800
  5380971  3915   -0.06459083  0.02386438  0.00159271 -0.16269391 -0.24199701 -0.18264873 -0.03355118  0.00747888  0.04789293  0.12658643 -0.12588950 -0.03408332  0.11391003  0.20622478  0.15993610 -0.04364679  0.08067236 -0.02759314 -0.02289913 -0.13579368 -0.21254888 -0.10783035 -0.02333884 -0.04729270 -0.04398702  0.19449350 -0.06295828 -0.03212336  0.03756136  0.24548664 -0.15280624 -0.06841791  0.00878573 -0.08886289 -0.01358201 -0.07287634  0.03886944 -0.03804553 -0.03131829  0.00257931  0.03094744 -0.26911863  0.01823620  0.04354309  0.15993762  0.14427979 -0.22306519  0.04838875 -0.11042786 -0.01365885  0.02276615  0.01558265  0.06266354 -0.03954674  0.11034186 -0.17733191 -0.33469976 -0.21970792 -0.17173646 -0.07989630  0.17922356  0.14615446  0.07279930 -0.16837833
  5381991  1020    0.15301829 -0.08043683 -0.06608776 -0.00371052 -0.09355549  0.01175526  0.11520542 -0.26835893 -0.11540601  0.12932373  0.06968836  0.12841104 -0.24771948  0.00984465 -0.00594308 -0.17116192 -0.13510829 -0.00693537  0.11012432  0.06764736 -0.01500403  0.17374430  0.15392509 -0.01902177 -0.09588682 -0.03681839  0.14801524 -0.11547369 -0.03302856  0.20053429 -0.04958921 -0.00590239  0.16853999 -0.10735194  0.12763741  0.08797459 -0.13358549 -0.04291778 -0.25230923  0.02755130 -0.00679945  0.19221963 -0.05193849 -0.10172451 -0.04042612  0.01389775 -0.00556960  0.13773464 -0.02365647  0.20754342 -0.06078317  0.24437836  0.09058980 -0.00238483 -0.04457872 -0.00396970 -0.18801460  0.08745327  0.14496935 -0.19779740  0.14363494  0.21892544 -0.09743204  0.18142974
  5382410  419     0.33339157 -0.14949027 -0.08242277  0.10323571 -0.07278306 -0.11885822  0.02997704 -0.03840132 -0.06647464  0.02858399 -0.03276481 -0.34313991 -0.11673878 -0.02549726  0.14646065  0.07578654 -0.01685798  0.12462890 -0.07053959 -0.09269457  0.00578482 -0.04863702  0.06687099 -0.07687137 -0.13551197  0.18926789  0.03323440 -0.04547628 -0.03349336  0.04934300 -0.18356185  0.14945887  0.09910466  0.05463952 -0.07498605 -0.13012732 -0.09787780  0.03757766  0.17564782 -0.31267947 -0.12471905 -0.17032718 -0.07609150  0.00832643 -0.14775663 -0.04095272  0.00945561  0.01273391 -0.04162749  0.25175699  0.02254732  0.02878491  0.00039318 -0.13799476  0.07465241  0.14280079  0.08476554  0.20060816 -0.11152885  0.27002445 -0.04285017 -0.03774654  0.04394289  0.06340664
  5382779  369     0.05387643 -0.08852650 -0.10922441  0.02433337  0.24547592 -0.06046271 -0.05380622  0.16766967 -0.02615091  0.09404605  0.02763060  0.05190762 -0.06812737 -0.02658493 -0.20625385 -0.09830670  0.03859386  0.03543970 -0.16890620  0.07878830 -0.11135215  0.15454975  0.06495647 -0.05979665  0.01460088  0.11502560  0.21754296  0.01382153  0.17768647  0.10652881  0.08494334  0.05607938  0.23903896  0.06909591 -0.44636781  0.08125884 -0.00130825  0.16617268  0.03379284 -0.08522592  0.34520852 -0.12742350  0.12291242 -0.20625189  0.08530707  0.10310244  0.03313271 -0.05630544 -0.06909461 -0.05625455 -0.07310985 -0.05810960 -0.09225451 -0.02391982 -0.00263285  0.03842566 -0.13649289  0.04044710  0.00659277 -0.16992984 -0.06465937 -0.11891560  0.03942456 -0.01319898
  5384639  1860   -0.04720995  0.10792049  0.10431980  0.03445377 -0.10249606 -0.15782528 -0.11478060  0.08393598  0.02179238  0.00049508 -0.01621334 -0.02995362 -0.09072681  0.06930130  0.16224119 -0.15425739 -0.02160168 -0.03966529 -0.15420835 -0.18880015  0.42679995  0.26198010 -0.01500048 -0.02357562  0.01653178 -0.05737627  0.20699901  0.19883145  0.01220720  0.13748803  0.13379013  0.07906163 -0.18088137 -0.01974202  0.04332614 -0.01731145  0.14571362 -0.16996880  0.14955188  0.08073760 -0.08841813 -0.11083278  0.07981897 -0.16823459 -0.09494791  0.08126035  0.00248675  0.02954385  0.02969266  0.26572300  0.20027735 -0.11659981 -0.00925090  0.08109857  0.01393628  0.06434960 -0.12067576 -0.07067547  0.17410495 -0.11454358 -0.15517807 -0.04256047  0.02830061 -0.00194869
  5391992  7353   -0.28614908  0.12927583 -0.03524028  0.05114699  0.06099891  0.07973855  0.02420101 -0.20723803 -0.00226675 -0.00418517 -0.01756055 -0.13074773  0.15618399  0.13472316  0.19652835  0.11616759  0.03317108  0.13654556 -0.06295872 -0.01660122  0.11223298  0.00109868 -0.00309886  0.37305445 -0.11802137 -0.03000002  0.09549785  0.00459977  0.03779392 -0.04488264 -0.10542982 -0.03483109  0.07002057 -0.08504559 -0.12909311 -0.01555833 -0.01840290  0.08744284 -0.10715823 -0.15689577  0.03812236 -0.07229871  0.04612472 -0.22686987 -0.18423741 -0.14176308 -0.02586894 -0.01845428  0.10780546 -0.04073308 -0.01306319 -0.08239401 -0.02253809 -0.13356536 -0.15784443 -0.39557333 -0.03195583  0.01316787 -0.02869394 -0.03341631 -0.03288137  0.01213849  0.00116413  0.32178413
  5393217  1225    0.02343465  0.09709404 -0.03083524  0.09282844  0.28326593  0.06832246  0.09660112  0.03795715  0.33535667 -0.12830206  0.17967146 -0.26976284 -0.09698341  0.09687918 -0.12467052 -0.18995988  0.04207864 -0.03325201 -0.05724949 -0.01812961 -0.04850576 -0.11484938  0.03014678 -0.09232939 -0.08951070 -0.06785009 -0.26684275 -0.07795195  0.05027590  0.20380330 -0.06803864 -0.07606867 -0.04795976  0.03279240  0.07594364  0.04784895  0.12154238 -0.04169810 -0.16664554 -0.07600408 -0.13539393 -0.10575305  0.31897908  0.10066447  0.00402400 -0.01672654  0.16906937  0.15316290 -0.12024231  0.10913452 -0.07212504 -0.12843612 -0.09230894 -0.01838901  0.00613424 -0.10119427  0.05004874  0.05883428  0.13682351 -0.12017776 -0.07179674  0.16934967  0.09563609  0.00125678
  5396110  2893    0.07878731 -0.09350570 -0.01416275  0.01583111 -0.10444090 -0.25934634 -0.12541650 -0.01248797  0.12623723  0.26265246  0.05337642 -0.03281521  0.04993438 -0.01032676 -0.10752977 -0.10378917  0.04624330  0.10740341 -0.17063947  0.07660930 -0.03322110 -0.19645438  0.00823106  0.07012451  0.07302792 -0.11496812 -0.12827588  0.11636424 -0.10415641 -0.20541668 -0.07647487  0.04751281 -0.07940870 -0.01692158 -0.14918021  0.03286688  0.00403473  0.24508992 -0.02490067  0.03041488 -0.24926750  0.12114183 -0.00417570  0.06800404 -0.15395050 -0.14678067  0.23487984 -0.16229155 -0.17181049 -0.03301897  0.16096389  0.05202439  0.01195872  0.14996930  0.06613932  0.05793056 -0.28304859 -0.10293102 -0.04557944 -0.18184165 -0.04750483  0.01698103 -0.15525619  0.17850924
  5397978  1868    0.04973290  0.00079806 -0.20999126  0.15091928 -0.02817886 -0.00655601 -0.00733877  0.08379829  0.15460156  0.09358591  0.32209206  0.01738696  0.09261267 -0.09609903  0.18663036  0.14511501  0.05354109 -0.16023257 -0.13286860  0.04548318  0.00194826  0.16456249 -0.00882304 -0.13265220  0.14005665 -0.15409772 -0.05039033  0.07949171 -0.03748533  0.10407038  0.10084721  0.15776875  0.15927415  0.11857508  0.00308156 -0.13494605 -0.03480779  0.03715249  0.00048796  0.01862308 -0.04196462 -0.03024818 -0.20051705  0.02274288  0.00372666 -0.01607877  0.18217158 -0.18325560  0.28468195  0.03683374 -0.12394239  0.07705371  0.09703021 -0.18949109 -0.12943054 -0.12608405  0.01342346 -0.22702466 -0.07903352 -0.03214978 -0.00052981  0.28514102  0.10995294 -0.12123412
  5402223  4245    0.18012660  0.02425180 -0.14323954 -0.11380903  0.04782063  0.24518032  0.10320759  0.10146195  0.05821575 -0.05167825 -0.05039357 -0.16567800 -0.08481909  0.06156533  0.00442001  0.16193445  0.02210639  0.06986887  0.26828269 -0.26615987 -0.19692389 -0.10953245 -0.06130625  0.05481788  0.17574617 -0.08679408  0.11259150  0.05606348  0.08729631 -0.20831280  0.19484949  0.14478171 -0.13176239 -0.10108746 -0.03111456 -0.02974225 -0.04204567 -0.07451205 -0.03046607  0.02822472 -0.06120033 -0.07305768 -0.06860748 -0.19867877 -0.08150987  0.21968891  0.04427816  0.01184067 -0.03039297 -0.14679391  0.19613638  0.17477180 -0.10735800 -0.13474161  0.05576923  0.01389277 -0.18541419  0.07646886  0.09708953 -0.11438401 -0.16496187  0.20688460  0.03152966 -0.00118895
  5402943  720    -0.11098162 -0.03734353 -0.12403280 -0.01484901 -0.04783152  0.10882373  0.05066543 -0.19468949  0.21988738 -0.01209198 -0.24217837  0.05298344 -0.03888104 -0.19256684  0.15663213 -0.14936229 -0.11595484 -0.17393001 -0.02042939  0.05014405  0.05446926 -0.01141582 -0.16997562 -0.18820717 -0.08066980 -0.07096554 -0.00501257  0.11364800  0.03703390 -0.02964678 -0.21779036  0.04745390  0.07432898 -0.23052275  0.11076401 -0.03037001 -0.10812696 -0.06596592  0.00931081 -0.11885054  0.13267758  0.00121397 -0.13888496 -0.22067354  0.10441401 -0.05312344  0.25624267 -0.08586672 -0.26570651 -0.19982701  0.02743624 -0.19996535  0.10401980 -0.07222954  0.12880999  0.13721683  0.04562591 -0.03490246 -0.02180037 -0.06301425 -0.09836935 -0.02662491  0.18432713  0.03060962
  5404126  1183    0.00355482 -0.00868703 -0.16300711  0.08513173  0.19310723  0.04804453  0.17050734  0.12824130 -0.04322630 -0.01776818 -0.06238548 -0.08197255  0.03375711  0.02618894  0.11631151 -0.05657884 -0.27628305 -0.12218403 -0.01091148  0.05127085  0.05872152 -0.19297895 -0.15580818 -0.03805380  0.13282163  0.16013543  0.05334921  0.17294006 -0.18797459 -0.06809909 -0.27380060  0.03384731  0.05740063 -0.10737304 -0.23784178  0.05676432  0.21101370  0.02027546  0.09822574  0.29612481  0.03730827 -0.03835881 -0.18794243  0.17215494 -0.06356184  0.15515207 -0.02353099  0.17515668  0.11088456  0.10248602 -0.05033648  0.03778712  0.17991800  0.13476823  0.03045369 -0.13506415  0.07412312  0.09425564  0.09697773 -0.13642543  0.07052077 -0.00486456 -0.03594215  0.08872926
  5407564  3438   -0.17093324 -0.08715199 -0.21629789 -0.07718045 -0.06935227 -0.01223376 -0.14314554 -0.02231645  0.02227137  0.17372839  0.06083865 -0.13953164  0.03668028  0.19922310 -0.24739760  0.04094374 -0.09763471 -0.06514050  0.13261405  0.10330932 -0.01838153  0.12746486 -0.03887693  0.16970492  0.14060841 -0.21230858  0.12192177  0.17218746 -0.07881846  0.11247888 -0.11691426 -0.15583138 -0.01171813  0.07393948 -0.07816818 -0.13619431 -0.13188859 -0.19997593 -0.02976972 -0.20089420 -0.19966237 -0.12714510 -0.11290642  0.07063838 -0.10536836  0.11854739 -0.06097547 -0.01404127 -0.10923156 -0.07529462 -0.13224023  0.03582510 -0.08890878  0.17563887 -0.10004791  0.13869687  0.12488641  0.05829969  0.11784996 -0.04589289  0.15019954 -0.12193969  0.24215262 -0.06680201
  5408164  600    -0.14408897  0.12176435 -0.15964852  0.16625700 -0.00898976  0.02715241 -0.01130787  0.08411644 -0.05868737 -0.11587621 -0.00352664  0.03680102 -0.11668527  0.12971876 -0.00209734 -0.19915201 -0.01251508 -0.00998985  0.00145156 -0.13396656 -0.19991147 -0.06281679  0.10916336 -0.36575711 -0.15710711 -0.06068776  0.19120476  0.05487766 -0.14046119 -0.23410792  0.15726241 -0.00101437  0.05209693  0.01862931  0.19551988 -0.08998429  0.07327872  0.05640919 -0.08325477 -0.20951546 -0.10149187 -0.16682364  0.04785142 -0.04438659 -0.02461582 -0.03449362  0.06271270  0.02815737  0.20607143 -0.07993422 -0.07164796  0.15072084  0.09701549  0.22421818  0.02894851 -0.09444397 -0.08281113 -0.07959113 -0.12925161  0.00608381  0.07324737 -0.29251159 -0.00083493  0.12331907
  5409648  1484    0.17597033 -0.04920053  0.09847005 -0.12727720  0.17050358  0.16819909  0.11395056  0.06240256  0.03288590  0.05860005 -0.00518670  0.05860914 -0.02695923  0.03796655  0.09450977  0.10884246 -0.10658786  0.20025754 -0.30087491  0.12328126 -0.07854111 -0.08127116  0.01835488 -0.01152233  0.12086671 -0.16504282  0.03670224 -0.00874409  0.10961876  0.21844459 -0.11978083  0.01031451  0.04752908 -0.08959709  0.36996892 -0.01681352  0.14143090  0.19953259  0.07008862 -0.06896607 -0.03668628  0.04355450 -0.11495409 -0.15209124 -0.18984783  0.02124618 -0.13201633 -0.13210263 -0.06856065 -0.00330632  0.09820212  0.07632865 -0.06040902  0.13659110 -0.05468875 -0.17148200  0.02037581  0.00177191  0.05300997 -0.08147164  0.04048855 -0.25315298  0.02207280 -0.26230652
  5411314  1666    0.25586218  0.02802074  0.00502430 -0.23337793  0.01549092  0.01195849  0.03940747  0.01823151  0.09752702 -0.01778320  0.06882748 -0.13331909  0.13023724  0.24221124 -0.02585506 -0.05259889 -0.07770230  0.01058536  0.16213545 -0.06125024  0.07787301  0.13219581  0.12656260 -0.02910489  0.12297466  0.12787770  0.30546856 -0.01324255 -0.01632436 -0.04322830 -0.05584507  0.16339936  0.12183427 -0.20044029  0.07973982 -0.07476063  0.01879953  0.09034367 -0.00552053  0.00046984  0.01929403  0.12902799  0.06956642  0.17675283  0.28423983 -0.17639168  0.03691451 -0.20015917 -0.01278545 -0.06695393 -0.02524958 -0.24390304 -0.07634321  0.29766997 -0.09884805 -0.10183427  0.02992785 -0.09561309  0.02448990  0.16734175 -0.05428745  0.12447920  0.03089670  0.11289167
  5413901  2587   -0.01733756  0.04403452 -0.07529924  0.08507324  0.02790038  0.13224530  0.12849952 -0.12873612  0.18116364  0.18997307 -0.19269484 -0.09128418 -0.25388174  0.04312486 -0.00698833  0.19307048  0.21583117 -0.04529632 -0.11621209  0.24174233 -0.07389334 -0.10964484  0.08768295 -0.04034159 -0.09031584  0.13467606  0.08804211 -0.06524938 -0.08045267 -0.06898850  0.07317962  0.01524387 -0.04702213  0.04110728 -0.02089132 -0.07580032 -0.18047091 -0.21839763  0.11595680  0.32030832 -0.06777963 -0.10364139  0.01107442  0.05943423  0.18814346 -0.21595900 -0.11355221 -0.16956393  0.02290642  0.13300805  0.00564971  0.03319566 -0.08628257 -0.03527641 -0.10655861 -0.03180468 -0.07667592 -0.10808920  0.22056405 -0.07189108 -0.04283816 -0.21263726  0.05871444  0.04045928
  5416397  2496   -0.12496258  0.09279106  0.03939990 -0.03242492 -0.14239093 -0.14614915  0.01057932  0.14066930  0.12042001 -0.03254189 -0.07393199  0.23733629  0.03601027  0.19636764  0.01300709  0.15407811  0.03421120  0.03997219 -0.09914642 -0.05688162  0.00519622 -0.10635702 -0.16294133 -0.08027575 -0.26122746 -0.10583179 -0.03036854 -0.13287801 -0.02950414  0.06659206  0.04222716  0.29331896  0.21136148 -0.02671210 -0.01700055 -0.06343757 -0.05971963 -0.10590396  0.15742738  0.04374582  0.14667987 -0.05977808 -0.02246971  0.08841562 -0.15943210  0.04902263  0.22204136  0.04378980 -0.14348143 -0.09590278 -0.06614802  0.12218270 -0.18547142  0.18145161 -0.17222108 -0.02517744  0.01903447  0.23397404  0.22989734  0.11358207  0.07476281  0.14803646 -0.14243610  0.01464851
  5418294  1897    0.04995894  0.06295540  0.08430150  0.12406381  0.04346606 -0.04919999 -0.09184165 -0.02902016  0.05842860  0.15901925 -0.04248047  0.11013114 -0.10793557  0.13624637  0.26001259 -0.09085694  0.02547235  0.04434949  0.05134467 -0.09024283  0.02359642 -0.15674844  0.13156388  0.11023709  0.24132464 -0.02447464  0.00396564  0.14582227  0.09520334  0.01654071  0.07468172 -0.01489166  0.21019854  0.12685644  0.00150650 -0.14904147  0.07504145 -0.15754952 -0.24465077  0.13362583  0.01206759 -0.13048482  0.16518995 -0.01359141  0.01982759 -0.13728907 -0.05348069 -0.23907018 -0.06601347 -0.13321665 -0.05038479  0.00233366  0.27738932  0.00627164  0.07974951  0.08911312  0.16217732  0.39835116 -0.07900073 -0.02772403 -0.00615606  0.02549231 -0.11601419 -0.09422546
  5419855  1561   -0.06477123  0.15691564 -0.00232181  0.06289659  0.25597311 -0.12082149  0.09872421  0.15412721  0.09965018 -0.05140290  0.03469782  0.04830520 -0.12452930  0.09244975 -0.03107324  0.06921143  0.18226935 -0.01555035 -0.26462459 -0.03425105 -0.07711404  0.07557916 -0.03278937  0.12316245  0.14561791  0.09042969  0.07091889  0.07510079  0.28226077 -0.06760877 -0.05507552  0.01208399 -0.00905365 -0.11330621  0.12025867  0.08162511 -0.20325079 -0.15986931 -0.04623520 -0.08928645  0.08922971  0.16707732 -0.11231605  0.18651413 -0.19794617 -0.05734369 -0.09087379  0.11742280  0.04553879 -0.04430092  0.05505359 -0.02882265  0.22124513  0.04692750  0.16316483  0.20418206 -0.15304465 -0.08820812  0.00518500  0.20114392  0.17590756  0.08116652  0.14760328  0.17449795
  5420436  581     0.07549513 -0.01629038 -0.07388631  0.01618948  0.12242506 -0.00114862  0.06083377  0.06063913 -0.08360571  0.00573911 -0.09715498 -0.14815353  0.21544539 -0.10787746 -0.08068640 -0.30371140  0.31759039 -0.23654984  0.09965755 -0.01441398  0.10035449  0.03515992 -0.04284833  0.23067950 -0.00692384 -0.10412178 -0.12396400 -0.04893275 -0.07470923  0.25091623  0.01921201  0.17032034  0.04566819 -0.01018784  0.14822148  0.00012901 -0.15407883 -0.06749402  0.04416626  0.07721645  0.12022418 -0.06761070 -0.11337462  0.00639680 -0.01926249 -0.02910718 -0.02422498 -0.12201588  0.07852111 -0.02497681 -0.02476357  0.25603867 -0.11162187  0.18033880  0.29993865 -0.14639037 -0.03719057  0.08131415 -0.10764671  0.02319368 -0.14617570 -0.13961146 -0.04398787  0.09806822
  5421349  913     0.34052472 -0.00420417  0.00913880  0.02715493 -0.02618143  0.05293068 -0.22836413 -0.09472315 -0.02551820  0.10916845  0.00753852 -0.08327212 -0.13428523  0.02110708  0.05604634  0.08372571  0.04417300 -0.06314017  0.05954115 -0.09072227  0.00382591 -0.02609795 -0.20061517 -0.09595928 -0.03352638 -0.12599876 -0.12905094  0.04381699  0.01641151 -0.02221882  0.14404381 -0.01418597  0.01674183 -0.09844294 -0.09747520  0.30784064 -0.24029883 -0.20319155 -0.12655730 -0.01662701  0.12375029  0.00975432 -0.01039522  0.08976967 -0.18903464  0.12544039  0.01849748  0.04180848 -0.02242338  0.03060078 -0.07938671 -0.30419033  0.12848085  0.14606160 -0.16283134 -0.28271229 -0.01559811 -0.09077151 -0.11966966  0.02432216  0.00794958 -0.22042138 -0.12281934 -0.08290833
  5421723  374     0.11046000  0.07896515 -0.20994979  0.12569639 -0.03224275  0.12233625 -0.20841252 -0.04368052 -0.09900659 -0.07544480 -0.05514158  0.03434352 -0.12033047  0.10812655 -0.13932084  0.02924307  0.23591560  0.05217768 -0.17669566  0.20086111  0.13470368 -0.09511882  0.00270751  0.13661012  0.00761629 -0.11145393 -0.03519046  0.18381128 -0.27441128 -0.04497402 -0.03171017 -0.02570067  0.09684365 -0.36352603  0.00471745 -0.04429989  0.01798740  0.05809038  0.08052230 -0.07899841  0.08943787  0.01279743  0.21121399 -0.10495996  0.18865898  0.00114284 -0.05663512  0.21277175  0.06849298  0.01076927  0.15425221  0.10664011  0.05455996  0.05516241 -0.04451809  0.05886701  0.04750542  0.01242585 -0.10388991  0.10299871 -0.01646877  0.23182380 -0.00350345 -0.23409843
  5421923  200    -0.13515809 -0.08541359  0.25349092 -0.11552430  0.28060134  0.14228615  0.06976180 -0.06056057 -0.06401664  0.12938561 -0.05187643  0.12605159  0.18477416 -0.07695760 -0.04883158  0.12785790  0.06213414 -0.15810064  0.04440100 -0.07188773  0.11400184 -0.12530715  0.08838706 -0.07898962  0.09346233 -0.00508722  0.10081361  0.03655648 -0.09158541 -0.06719370  0.10582560 -0.10806545  0.21355794 -0.26118931 -0.01366986 -0.15590909  0.03220135 -0.14334245  0.01862577 -0.11053312 -0.08466425  0.00283310  0.13040675  0.15989679 -0.10954693  0.11144728  0.22194122 -0.04911988 -0.08713875  0.34630059 -0.08825961  0.03477105 -0.09323561 -0.12069232 -0.02272995  0.05010974 -0.20798742  0.01342081 -0.21472780  0.01224501  0.03278751 -0.04864769  0.01899476 -0.04125404
  5426419  4496   -0.11057553  0.06562400 -0.01988276 -0.12092618 -0.01069125 -0.10150999 -0.00997793 -0.12941099 -0.08266910 -0.19857334  0.00273603 -0.05386428 -0.01054673 -0.13641519 -0.05194984 -0.07378761  0.42300680  0.15833881  0.19468070 -0.09258807 -0.02840933 -0.11751101 -0.10599494 -0.13930293  0.06234965 -0.05748397  0.22626847  0.14142244  0.07996561  0.16557350 -0.05242399 -0.24873918  0.11582692  0.01916455 -0.00536223  0.10635511 -0.07635400  0.27403448  0.06708705  0.06954399 -0.06530894 -0.08003387 -0.17380554  0.12245865  0.00055138 -0.07259057  0.16677637 -0.05565930  0.03826060  0.08847197  0.09606577 -0.06684794  0.18625053 -0.05934923 -0.10893168 -0.05014954 -0.02792888  0.12181155  0.27093759  0.04210422  0.01956475 -0.00439669 -0.01385289 -0.13481736
  5426901  482     0.13519445  0.06351280 -0.04151784  0.34836599 -0.12563913 -0.19452459 -0.13946235 -0.03039409  0.23541785 -0.06411165 -0.01276789  0.00261349  0.17052353 -0.14402013 -0.07499262  0.12181215 -0.00204702  0.08943878 -0.02950920 -0.10557590 -0.02189454 -0.08223683  0.03796732 -0.04459718  0.20777481  0.17142591  0.05531641  0.12847965 -0.01492942  0.05709652  0.07549745 -0.25597647 -0.01013596 -0.14343078  0.16223793 -0.15815041  0.04805494 -0.09859387  0.00372290 -0.17153633  0.18661206  0.16681607 -0.14808029  0.03577855  0.11176442  0.06946973 -0.08219867  0.07129694 -0.05369202  0.00212683 -0.16075588  0.04296775 -0.22970234 -0.08318363  0.03439690 -0.10947230  0.01682426  0.05660716  0.16197982 -0.14575776 -0.06758843 -0.09462056 -0.19023227  0.14317982
  5428962  2061    0.00687746 -0.06154697  0.24683727  0.30080444 -0.01676976  0.03819044 -0.01462211 -0.08692814 -0.08075046  0.11083460  0.20793272  0.03372319  0.04654127 -0.14108522 -0.01602976  0.02297510  0.01731899  0.09712446  0.08523685 -0.10999395 -0.19936398 -0.03314793 -0.03969637  0.12394961 -0.11235458 -0.17367031 -0.10505601 -0.01672524  0.07533000 -0.08508598 -0.07316384  0.09824404  0.17339188 -0.15983938  0.00296115 -0.13068644  0.01130399  0.04829978  0.14561900  0.14424910 -0.14967985 -0.05780520 -0.02632867 -0.17067828  0.13616816  0.08857209 -0.11968848  0.07509200  0.17081097  0.02136951 -0.19520778 -0.30528305 -0.00251758  0.22036401  0.15736327  0.08600650 -0.19069230  0.06252807  0.19570663  0.04422955 -0.00208993  0.00913415  0.19730525  0.00029467
  5430044  1082   -0.04186320  0.15415462  0.04263324  0.12508145 -0.04187646  0.13419140 -0.04735185 -0.27502395  0.13264425  0.24837505 -0.06185605 -0.19521607  0.02282695 -0.06263318  0.03450475 -0.07605802  0.00780435 -0.04390128 -0.02922632  0.10347759 -0.13116846  0.05688872 -0.14123556  0.03121253  0.08736132  0.06734591  0.27608384 -0.14608033  0.15792261 -0.04750246  0.10159077 -0.15326876 -0.12880354  0.14072553  0.04085280 -0.05418089  0.09362745  0.14218135  0.16948837  0.11798108  0.12049801 -0.00538194  0.09634610 -0.08016334 -0.16562893  0.14394859  0.17535119  0.09244177 -0.09730390  0.07194213 -0.13251522  0.12361406  0.01952028  0.25769075  0.09855635  0.00290144  0.12119507 -0.09332152 -0.11784458  0.21805697  0.02980848  0.20656042 -0.10862953 -0.08109952
